instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,year_month
1364,2011-03-02,1,0,3,0,3,1,1,0.22,0.2273,0.69,0.194,0,2,2,2.0,2011-03-01
1365,2011-03-02,1,0,3,0,3,1,1,0.22,0.2121,0.69,0.2836,3,1,4,3.0,2011-03-01
1366,2011-03-02,1,0,3,0,3,1,1,0.2,0.2121,0.75,0.1343,1,0,1,4.0,2011-03-01
1367,2011-03-02,1,0,3,0,3,1,1,0.22,0.2121,0.69,0.2239,0,5,5,5.0,2011-03-01
1368,2011-03-02,1,0,3,0,3,1,1,0.22,0.2121,0.55,0.2537,1,39,40,6.0,2011-03-01
1369,2011-03-02,1,0,3,0,3,1,1,0.22,0.2121,0.64,0.2537,2,108,110,7.0,2011-03-01
1370,2011-03-02,1,0,3,0,3,1,1,0.24,0.2121,0.65,0.2836,13,243,256,8.0,2011-03-01
1371,2011-03-02,1,0,3,0,3,1,1,0.28,0.2576,0.56,0.2985,7,141,148,9.0,2011-03-01
1372,2011-03-02,1,0,3,0,3,1,1,0.32,0.303,0.49,0.2836,11,65,76,10.0,2011-03-01
1373,2011-03-02,1,0,3,0,3,1,1,0.34,0.303,0.53,0.3284,8,65,73,11.0,2011-03-01
1374,2011-03-02,1,0,3,0,3,1,1,0.4,0.4091,0.43,0.194,20,62,82,12.0,2011-03-01
1375,2011-03-02,1,0,3,0,3,1,1,0.5,0.4848,0.25,0.0,35,90,125,13.0,2011-03-01
1376,2011-03-02,1,0,3,0,3,1,1,0.52,0.5,0.23,0.2985,21,75,96,14.0,2011-03-01
1377,2011-03-02,1,0,3,0,3,1,1,0.54,0.5152,0.19,0.4179,19,91,110,15.0,2011-03-01
1378,2011-03-02,1,0,3,0,3,1,1,0.54,0.5152,0.19,0.3284,27,112,139,16.0,2011-03-01
1379,2011-03-02,1,0,3,0,3,1,1,0.5,0.4848,0.23,0.2836,30,238,268,17.0,2011-03-01
1380,2011-03-02,1,0,3,0,3,1,1,0.46,0.4545,0.23,0.4925,8,193,201,18.0,2011-03-01
1381,2011-03-02,1,0,3,0,3,1,1,0.4,0.4091,0.28,0.5224,6,144,150,19.0,2011-03-01
1382,2011-03-02,1,0,3,0,3,1,1,0.36,0.3333,0.29,0.4179,9,86,95,20.0,2011-03-01
1383,2011-03-02,1,0,3,0,3,1,1,0.34,0.2879,0.29,0.4627,3,68,71,21.0,2011-03-01
1384,2011-03-02,1,0,3,0,3,1,1,0.3,0.2576,0.26,0.5522,4,44,48,22.0,2011-03-01
1385,2011-03-02,1,0,3,0,3,1,1,0.26,0.2121,0.3,0.5224,0,22,22,23.0,2011-03-01
1386,2011-03-03,1,0,3,0,4,1,1,0.24,0.197,0.3,0.4627,3,10,13,0.0,2011-03-01
1387,2011-03-03,1,0,3,0,4,1,1,0.24,0.197,0.3,0.4627,0,1,1,1.0,2011-03-01
1388,2011-03-03,1,0,3,0,4,1,1,0.2,0.1667,0.27,0.4627,1,2,3,2.0,2011-03-01
1389,2011-03-03,1,0,3,0,4,1,1,0.2,0.1667,0.27,0.4627,0,1,1,3.0,2011-03-01
1390,2011-03-03,1,0,3,0,4,1,1,0.16,0.1212,0.31,0.4925,0,1,1,4.0,2011-03-01
1391,2011-03-03,1,0,3,0,4,1,1,0.14,0.1212,0.33,0.2985,1,7,8,5.0,2011-03-01
1392,2011-03-03,1,0,3,0,4,1,1,0.14,0.1212,0.33,0.2985,1,34,35,6.0,2011-03-01
1393,2011-03-03,1,0,3,0,4,1,1,0.12,0.0909,0.42,0.4179,1,110,111,7.0,2011-03-01
1394,2011-03-03,1,0,3,0,4,1,1,0.14,0.1212,0.39,0.2985,4,216,220,8.0,2011-03-01
1395,2011-03-03,1,0,3,0,4,1,1,0.16,0.1364,0.37,0.2836,10,135,145,9.0,2011-03-01
1396,2011-03-03,1,0,3,0,4,1,1,0.18,0.1818,0.29,0.194,7,49,56,10.0,2011-03-01
1397,2011-03-03,1,0,3,0,4,1,1,0.2,0.2273,0.29,0.0896,10,40,50,11.0,2011-03-01
1398,2011-03-03,1,0,3,0,4,1,1,0.22,0.2273,0.25,0.1343,7,65,72,12.0,2011-03-01
1399,2011-03-03,1,0,3,0,4,1,1,0.22,0.2576,0.25,0.0896,13,67,80,13.0,2011-03-01
1400,2011-03-03,1,0,3,0,4,1,1,0.24,0.2576,0.21,0.1045,18,60,78,14.0,2011-03-01
1401,2011-03-03,1,0,3,0,4,1,1,0.24,0.2879,0.23,0.0,6,62,68,15.0,2011-03-01
1402,2011-03-03,1,0,3,0,4,1,1,0.26,0.303,0.23,0.0,6,65,71,16.0,2011-03-01
1403,2011-03-03,1,0,3,0,4,1,1,0.26,0.303,0.22,0.0,17,185,202,17.0,2011-03-01
1404,2011-03-03,1,0,3,0,4,1,1,0.24,0.2121,0.35,0.3284,6,161,167,18.0,2011-03-01
1405,2011-03-03,1,0,3,0,4,1,1,0.2,0.197,0.4,0.2537,5,101,106,19.0,2011-03-01
1406,2011-03-03,1,0,3,0,4,1,1,0.2,0.2273,0.4,0.0896,1,69,70,20.0,2011-03-01
1407,2011-03-03,1,0,3,0,4,1,1,0.18,0.2121,0.4,0.1045,3,48,51,21.0,2011-03-01
1408,2011-03-03,1,0,3,0,4,1,1,0.2,0.2576,0.4,0.0,3,50,53,22.0,2011-03-01
1409,2011-03-03,1,0,3,0,4,1,2,0.18,0.2121,0.43,0.0896,0,23,23,23.0,2011-03-01
1410,2011-03-04,1,0,3,0,5,1,2,0.2,0.197,0.55,0.194,0,12,12,0.0,2011-03-01
1411,2011-03-04,1,0,3,0,5,1,2,0.18,0.1818,0.64,0.194,0,4,4,1.0,2011-03-01
1412,2011-03-04,1,0,3,0,5,1,2,0.18,0.1818,0.64,0.194,0,2,2,2.0,2011-03-01
1413,2011-03-04,1,0,3,0,5,1,2,0.18,0.1667,0.74,0.2537,0,1,1,3.0,2011-03-01
1414,2011-03-04,1,0,3,0,5,1,2,0.18,0.1818,0.74,0.194,1,0,1,4.0,2011-03-01
1415,2011-03-04,1,0,3,0,5,1,2,0.16,0.1818,0.74,0.1343,0,7,7,5.0,2011-03-01
1416,2011-03-04,1,0,3,0,5,1,2,0.16,0.197,0.74,0.0896,1,28,29,6.0,2011-03-01
1417,2011-03-04,1,0,3,0,5,1,1,0.16,0.1818,0.8,0.1343,0,83,83,7.0,2011-03-01
1418,2011-03-04,1,0,3,0,5,1,1,0.18,0.197,0.74,0.1343,6,222,228,8.0,2011-03-01
1419,2011-03-04,1,0,3,0,5,1,1,0.22,0.2273,0.6,0.1343,12,138,150,9.0,2011-03-01
1420,2011-03-04,1,0,3,0,5,1,1,0.24,0.2273,0.6,0.2537,10,56,66,10.0,2011-03-01
1421,2011-03-04,1,0,3,0,5,1,1,0.28,0.2727,0.52,0.2239,16,73,89,11.0,2011-03-01
1422,2011-03-04,1,0,3,0,5,1,1,0.32,0.303,0.43,0.1642,10,87,97,12.0,2011-03-01
1423,2011-03-04,1,0,3,0,5,1,1,0.34,0.3182,0.42,0.2239,13,74,87,13.0,2011-03-01
1424,2011-03-04,1,0,3,0,5,1,1,0.36,0.3333,0.4,0.2836,30,65,95,14.0,2011-03-01
1425,2011-03-04,1,0,3,0,5,1,1,0.36,0.3333,0.4,0.2985,31,75,106,15.0,2011-03-01
1426,2011-03-04,1,0,3,0,5,1,1,0.36,0.3485,0.46,0.194,17,101,118,16.0,2011-03-01
1427,2011-03-04,1,0,3,0,5,1,2,0.36,0.3333,0.5,0.2537,22,206,228,17.0,2011-03-01
1428,2011-03-04,1,0,3,0,5,1,2,0.34,0.303,0.53,0.2985,15,172,187,18.0,2011-03-01
1429,2011-03-04,1,0,3,0,5,1,1,0.32,0.303,0.61,0.2537,5,102,107,19.0,2011-03-01
1430,2011-03-04,1,0,3,0,5,1,2,0.3,0.2879,0.7,0.194,9,78,87,20.0,2011-03-01
1431,2011-03-04,1,0,3,0,5,1,2,0.3,0.2879,0.7,0.2239,6,64,70,21.0,2011-03-01
1432,2011-03-04,1,0,3,0,5,1,1,0.3,0.2879,0.7,0.194,4,40,44,22.0,2011-03-01
1433,2011-03-04,1,0,3,0,5,1,2,0.3,0.303,0.75,0.1642,6,40,46,23.0,2011-03-01
1434,2011-03-05,1,0,3,0,6,0,2,0.28,0.2879,0.81,0.1045,4,15,19,0.0,2011-03-01
1435,2011-03-05,1,0,3,0,6,0,2,0.3,0.3182,0.81,0.1045,5,20,25,1.0,2011-03-01
1436,2011-03-05,1,0,3,0,6,0,2,0.3,0.2879,0.87,0.194,5,15,20,2.0,2011-03-01
1437,2011-03-05,1,0,3,0,6,0,2,0.3,0.2879,0.87,0.194,0,2,2,3.0,2011-03-01
1438,2011-03-05,1,0,3,0,6,0,2,0.3,0.303,0.93,0.1642,0,1,1,4.0,2011-03-01
1439,2011-03-05,1,0,3,0,6,0,2,0.3,0.303,1.0,0.1343,0,3,3,5.0,2011-03-01
1440,2011-03-05,1,0,3,0,6,0,2,0.3,0.2879,1.0,0.2239,1,3,4,6.0,2011-03-01
1441,2011-03-05,1,0,3,0,6,0,2,0.3,0.2727,1.0,0.2985,5,10,15,7.0,2011-03-01
1442,2011-03-05,1,0,3,0,6,0,2,0.3,0.2727,1.0,0.2985,11,34,45,8.0,2011-03-01
1443,2011-03-05,1,0,3,0,6,0,2,0.32,0.303,0.93,0.2239,15,48,63,9.0,2011-03-01
1444,2011-03-05,1,0,3,0,6,0,2,0.34,0.3333,0.93,0.194,34,69,103,10.0,2011-03-01
1445,2011-03-05,1,0,3,0,6,0,2,0.4,0.4091,0.76,0.2239,43,116,159,11.0,2011-03-01
1446,2011-03-05,1,0,3,0,6,0,2,0.44,0.4394,0.67,0.2537,46,121,167,12.0,2011-03-01
1447,2011-03-05,1,0,3,0,6,0,2,0.46,0.4545,0.67,0.2836,60,130,190,13.0,2011-03-01
1448,2011-03-05,1,0,3,0,6,0,2,0.48,0.4697,0.59,0.2836,80,118,198,14.0,2011-03-01
1449,2011-03-05,1,0,3,0,6,0,2,0.46,0.4545,0.63,0.2985,83,122,205,15.0,2011-03-01
1450,2011-03-05,1,0,3,0,6,0,2,0.48,0.4697,0.59,0.2985,74,130,204,16.0,2011-03-01
1451,2011-03-05,1,0,3,0,6,0,2,0.48,0.4697,0.59,0.3582,60,104,164,17.0,2011-03-01
1452,2011-03-05,1,0,3,0,6,0,2,0.48,0.4697,0.59,0.3284,37,115,152,18.0,2011-03-01
1453,2011-03-05,1,0,3,0,6,0,2,0.46,0.4545,0.67,0.3284,27,62,89,19.0,2011-03-01
1454,2011-03-05,1,0,3,0,6,0,2,0.44,0.4394,0.77,0.3284,12,58,70,20.0,2011-03-01
1455,2011-03-05,1,0,3,0,6,0,2,0.44,0.4394,0.72,0.3284,12,60,72,21.0,2011-03-01
1456,2011-03-05,1,0,3,0,6,0,2,0.42,0.4242,0.77,0.2985,16,47,63,22.0,2011-03-01
1457,2011-03-05,1,0,3,0,6,0,2,0.44,0.4394,0.77,0.2985,10,34,44,23.0,2011-03-01
1458,2011-03-06,1,0,3,0,0,0,2,0.42,0.4242,0.77,0.3582,11,41,52,0.0,2011-03-01
1459,2011-03-06,1,0,3,0,0,0,2,0.42,0.4242,0.77,0.2836,12,27,39,1.0,2011-03-01
1460,2011-03-06,1,0,3,0,0,0,2,0.4,0.4091,0.82,0.2836,5,27,32,2.0,2011-03-01
1461,2011-03-06,1,0,3,0,0,0,2,0.42,0.4242,0.82,0.2985,2,9,11,3.0,2011-03-01
1462,2011-03-06,1,0,3,0,0,0,2,0.42,0.4242,0.88,0.3582,0,3,3,4.0,2011-03-01
1463,2011-03-06,1,0,3,0,0,0,2,0.42,0.4242,0.94,0.3582,1,1,2,6.0,2011-03-01
1464,2011-03-06,1,0,3,0,0,0,3,0.42,0.4242,1.0,0.4478,0,5,5,7.0,2011-03-01
1465,2011-03-06,1,0,3,0,0,0,2,0.4,0.4091,1.0,0.2985,1,8,9,8.0,2011-03-01
1466,2011-03-06,1,0,3,0,0,0,2,0.42,0.4242,1.0,0.2836,4,18,22,9.0,2011-03-01
1467,2011-03-06,1,0,3,0,0,0,2,0.42,0.4242,1.0,0.2985,4,27,31,10.0,2011-03-01
1468,2011-03-06,1,0,3,0,0,0,2,0.42,0.4242,1.0,0.2239,18,44,62,11.0,2011-03-01
1469,2011-03-06,1,0,3,0,0,0,2,0.46,0.4545,0.94,0.3284,10,69,79,12.0,2011-03-01
1470,2011-03-06,1,0,3,0,0,0,2,0.46,0.4545,0.94,0.3582,22,83,105,13.0,2011-03-01
1471,2011-03-06,1,0,3,0,0,0,3,0.44,0.4394,1.0,0.2239,12,27,39,14.0,2011-03-01
1472,2011-03-06,1,0,3,0,0,0,3,0.44,0.4394,1.0,0.2239,3,4,7,15.0,2011-03-01
1473,2011-03-06,1,0,3,0,0,0,3,0.36,0.3333,1.0,0.2836,3,8,11,16.0,2011-03-01
1474,2011-03-06,1,0,3,0,0,0,3,0.34,0.303,1.0,0.2985,2,23,25,17.0,2011-03-01
1475,2011-03-06,1,0,3,0,0,0,3,0.32,0.2879,1.0,0.3582,0,23,23,18.0,2011-03-01
1476,2011-03-06,1,0,3,0,0,0,3,0.3,0.2576,1.0,0.4925,0,11,11,19.0,2011-03-01
1477,2011-03-06,1,0,3,0,0,0,3,0.28,0.2424,1.0,0.4179,3,8,11,20.0,2011-03-01
1478,2011-03-06,1,0,3,0,0,0,3,0.24,0.1818,0.93,0.6119,1,6,7,21.0,2011-03-01
1479,2011-03-06,1,0,3,0,0,0,2,0.22,0.197,1.0,0.3881,0,10,10,22.0,2011-03-01
1480,2011-03-06,1,0,3,0,0,0,2,0.22,0.197,1.0,0.4179,0,9,9,23.0,2011-03-01
1481,2011-03-07,1,0,3,0,1,1,3,0.2,0.1818,1.0,0.3284,0,4,4,0.0,2011-03-01
1482,2011-03-07,1,0,3,0,1,1,3,0.2,0.1818,1.0,0.3284,0,2,2,1.0,2011-03-01
1483,2011-03-07,1,0,3,0,1,1,1,0.2,0.1515,0.8,0.5821,0,1,1,3.0,2011-03-01
1484,2011-03-07,1,0,3,0,1,1,1,0.2,0.1515,0.8,0.5224,1,0,1,4.0,2011-03-01
1485,2011-03-07,1,0,3,0,1,1,1,0.2,0.1818,0.75,0.3582,0,1,1,5.0,2011-03-01
1486,2011-03-07,1,0,3,0,1,1,1,0.2,0.1818,0.75,0.3881,3,31,34,6.0,2011-03-01
1487,2011-03-07,1,0,3,0,1,1,1,0.2,0.1667,0.75,0.4179,3,88,91,7.0,2011-03-01
1488,2011-03-07,1,0,3,0,1,1,1,0.2,0.1818,0.75,0.3881,11,200,211,8.0,2011-03-01
1489,2011-03-07,1,0,3,0,1,1,1,0.22,0.1818,0.64,0.4627,5,129,134,9.0,2011-03-01
1490,2011-03-07,1,0,3,0,1,1,1,0.24,0.2121,0.6,0.2985,15,43,58,10.0,2011-03-01
1491,2011-03-07,1,0,3,0,1,1,1,0.26,0.2121,0.48,0.4478,19,41,60,11.0,2011-03-01
1492,2011-03-07,1,0,3,0,1,1,1,0.3,0.2727,0.42,0.4179,28,68,96,12.0,2011-03-01
1493,2011-03-07,1,0,3,0,1,1,1,0.32,0.2879,0.36,0.3881,16,54,70,13.0,2011-03-01
1494,2011-03-07,1,0,3,0,1,1,1,0.32,0.2879,0.36,0.4179,21,56,77,14.0,2011-03-01
1495,2011-03-07,1,0,3,0,1,1,1,0.34,0.303,0.31,0.3881,32,64,96,15.0,2011-03-01
1496,2011-03-07,1,0,3,0,1,1,1,0.34,0.303,0.31,0.3582,26,96,122,16.0,2011-03-01
1497,2011-03-07,1,0,3,0,1,1,1,0.34,0.303,0.29,0.3582,27,206,233,17.0,2011-03-01
1498,2011-03-07,1,0,3,0,1,1,1,0.32,0.303,0.31,0.2239,19,214,233,18.0,2011-03-01
1499,2011-03-07,1,0,3,0,1,1,1,0.3,0.2879,0.33,0.2239,11,134,145,19.0,2011-03-01
1500,2011-03-07,1,0,3,0,1,1,1,0.3,0.303,0.33,0.1642,5,87,92,20.0,2011-03-01
1501,2011-03-07,1,0,3,0,1,1,1,0.28,0.2727,0.38,0.2239,1,53,54,21.0,2011-03-01
1502,2011-03-07,1,0,3,0,1,1,1,0.26,0.2576,0.48,0.1642,1,34,35,22.0,2011-03-01
1503,2011-03-07,1,0,3,0,1,1,1,0.28,0.3182,0.48,0.0,0,22,22,23.0,2011-03-01
1504,2011-03-08,1,0,3,0,2,1,1,0.26,0.2879,0.48,0.0896,1,9,10,0.0,2011-03-01
1505,2011-03-08,1,0,3,0,2,1,1,0.24,0.2424,0.52,0.1343,0,4,4,1.0,2011-03-01
1506,2011-03-08,1,0,3,0,2,1,1,0.24,0.2424,0.52,0.1343,1,0,1,2.0,2011-03-01
1507,2011-03-08,1,0,3,0,2,1,1,0.24,0.2576,0.52,0.0896,5,2,7,3.0,2011-03-01
1508,2011-03-08,1,0,3,0,2,1,1,0.22,0.2727,0.64,0.0,0,2,2,4.0,2011-03-01
1509,2011-03-08,1,0,3,0,2,1,1,0.2,0.2273,0.69,0.1045,2,8,10,5.0,2011-03-01
1510,2011-03-08,1,0,3,0,2,1,1,0.2,0.2576,0.59,0.0,3,42,45,6.0,2011-03-01
1511,2011-03-08,1,0,3,0,2,1,1,0.18,0.197,0.64,0.1343,9,119,128,7.0,2011-03-01
1512,2011-03-08,1,0,3,0,2,1,1,0.22,0.2273,0.55,0.194,10,247,257,8.0,2011-03-01
1513,2011-03-08,1,0,3,0,2,1,1,0.26,0.2576,0.41,0.1642,11,140,151,9.0,2011-03-01
1514,2011-03-08,1,0,3,0,2,1,2,0.3,0.2879,0.33,0.194,25,46,71,10.0,2011-03-01
1515,2011-03-08,1,0,3,0,2,1,2,0.36,0.3485,0.25,0.1642,26,52,78,11.0,2011-03-01
1516,2011-03-08,1,0,3,0,2,1,2,0.36,0.3788,0.23,0.0,29,70,99,12.0,2011-03-01
1517,2011-03-08,1,0,3,0,2,1,2,0.38,0.3939,0.25,0.1045,25,73,98,13.0,2011-03-01
1518,2011-03-08,1,0,3,0,2,1,2,0.38,0.3939,0.2,0.0,16,56,72,14.0,2011-03-01
1519,2011-03-08,1,0,3,0,2,1,2,0.36,0.3788,0.18,0.0,35,77,112,15.0,2011-03-01
1520,2011-03-08,1,0,3,0,2,1,1,0.38,0.3939,0.27,0.1642,26,82,108,16.0,2011-03-01
1521,2011-03-08,1,0,3,0,2,1,1,0.36,0.3485,0.27,0.2239,39,209,248,17.0,2011-03-01
1522,2011-03-08,1,0,3,0,2,1,1,0.34,0.3333,0.27,0.194,21,214,235,18.0,2011-03-01
1523,2011-03-08,1,0,3,0,2,1,1,0.34,0.3485,0.31,0.1045,9,141,150,19.0,2011-03-01
1524,2011-03-08,1,0,3,0,2,1,1,0.32,0.3333,0.39,0.0896,2,74,76,20.0,2011-03-01
1525,2011-03-08,1,0,3,0,2,1,1,0.3,0.2879,0.49,0.194,7,68,75,21.0,2011-03-01
1526,2011-03-08,1,0,3,0,2,1,1,0.3,0.2879,0.49,0.2239,11,44,55,22.0,2011-03-01
1527,2011-03-08,1,0,3,0,2,1,1,0.28,0.2727,0.61,0.194,3,38,41,23.0,2011-03-01
1528,2011-03-09,1,0,3,0,3,1,1,0.26,0.2879,0.65,0.0896,0,9,9,0.0,2011-03-01
1529,2011-03-09,1,0,3,0,3,1,1,0.26,0.2727,0.52,0.1343,0,4,4,1.0,2011-03-01
1530,2011-03-09,1,0,3,0,3,1,1,0.26,0.2727,0.52,0.1343,1,1,2,2.0,2011-03-01
1531,2011-03-09,1,0,3,0,3,1,1,0.24,0.2576,0.7,0.0896,1,2,3,3.0,2011-03-01
1532,2011-03-09,1,0,3,0,3,1,1,0.24,0.2576,0.75,0.1045,0,2,2,4.0,2011-03-01
1533,2011-03-09,1,0,3,0,3,1,2,0.24,0.2424,0.81,0.1343,1,7,8,5.0,2011-03-01
1534,2011-03-09,1,0,3,0,3,1,2,0.24,0.2576,0.85,0.1045,5,44,49,6.0,2011-03-01
1535,2011-03-09,1,0,3,0,3,1,2,0.24,0.2424,0.87,0.1642,18,123,141,7.0,2011-03-01
1536,2011-03-09,1,0,3,0,3,1,2,0.24,0.2424,0.87,0.1343,11,238,249,8.0,2011-03-01
1537,2011-03-09,1,0,3,0,3,1,2,0.26,0.2424,0.87,0.2537,5,136,141,9.0,2011-03-01
1538,2011-03-09,1,0,3,0,3,1,2,0.3,0.2879,0.75,0.2537,8,49,57,10.0,2011-03-01
1539,2011-03-09,1,0,3,0,3,1,2,0.32,0.2879,0.76,0.3881,15,44,59,11.0,2011-03-01
1540,2011-03-09,1,0,3,0,3,1,2,0.32,0.303,0.76,0.2537,14,84,98,12.0,2011-03-01
1541,2011-03-09,1,0,3,0,3,1,2,0.32,0.2879,0.76,0.3582,17,82,99,13.0,2011-03-01
1542,2011-03-09,1,0,3,0,3,1,2,0.34,0.303,0.76,0.2985,10,61,71,14.0,2011-03-01
1543,2011-03-09,1,0,3,0,3,1,2,0.36,0.3333,0.71,0.2985,15,64,79,15.0,2011-03-01
1544,2011-03-09,1,0,3,0,3,1,2,0.34,0.303,0.76,0.3284,10,102,112,16.0,2011-03-01
1545,2011-03-09,1,0,3,0,3,1,2,0.34,0.303,0.76,0.2985,18,176,194,17.0,2011-03-01
1546,2011-03-09,1,0,3,0,3,1,2,0.34,0.3182,0.76,0.2537,12,176,188,18.0,2011-03-01
1547,2011-03-09,1,0,3,0,3,1,2,0.34,0.303,0.76,0.3284,11,123,134,19.0,2011-03-01
1548,2011-03-09,1,0,3,0,3,1,2,0.32,0.3182,0.87,0.194,4,87,91,20.0,2011-03-01
1549,2011-03-09,1,0,3,0,3,1,2,0.32,0.303,0.93,0.3284,10,52,62,21.0,2011-03-01
1550,2011-03-09,1,0,3,0,3,1,3,0.32,0.3182,0.93,0.1642,4,17,21,22.0,2011-03-01
1551,2011-03-09,1,0,3,0,3,1,3,0.34,0.3333,0.93,0.194,1,17,18,23.0,2011-03-01
1552,2011-03-10,1,0,3,0,4,1,3,0.34,0.3182,0.0,0.2537,3,0,3,0.0,2011-03-01
1553,2011-03-10,1,0,3,0,4,1,3,0.34,0.3182,0.0,0.2537,0,2,2,1.0,2011-03-01
1554,2011-03-10,1,0,3,0,4,1,3,0.34,0.3182,0.0,0.2537,0,1,1,2.0,2011-03-01
1555,2011-03-10,1,0,3,0,4,1,3,0.36,0.3485,0.0,0.194,1,2,3,5.0,2011-03-01
1556,2011-03-10,1,0,3,0,4,1,3,0.36,0.3333,0.0,0.3284,0,12,12,6.0,2011-03-01
1557,2011-03-10,1,0,3,0,4,1,3,0.38,0.3939,0.0,0.2239,1,36,37,7.0,2011-03-01
1558,2011-03-10,1,0,3,0,4,1,3,0.38,0.3939,0.0,0.2836,1,43,44,8.0,2011-03-01
1559,2011-03-10,1,0,3,0,4,1,3,0.4,0.4091,0.0,0.2239,1,23,24,9.0,2011-03-01
1560,2011-03-10,1,0,3,0,4,1,3,0.4,0.4091,0.0,0.1642,0,17,17,10.0,2011-03-01
1561,2011-03-10,1,0,3,0,4,1,3,0.4,0.4091,0.0,0.2537,6,5,11,11.0,2011-03-01
1562,2011-03-10,1,0,3,0,4,1,3,0.42,0.4242,0.0,0.2239,4,30,34,12.0,2011-03-01
1563,2011-03-10,1,0,3,0,4,1,3,0.42,0.4242,0.0,0.2239,1,11,12,13.0,2011-03-01
1564,2011-03-10,1,0,3,0,4,1,3,0.44,0.4394,0.0,0.2985,0,12,12,14.0,2011-03-01
1565,2011-03-10,1,0,3,0,4,1,3,0.44,0.4394,0.0,0.2239,3,11,14,15.0,2011-03-01
1566,2011-03-10,1,0,3,0,4,1,3,0.42,0.4242,0.0,0.2537,1,20,21,16.0,2011-03-01
1567,2011-03-10,1,0,3,0,4,1,2,0.44,0.4394,0.0,0.3881,2,109,111,17.0,2011-03-01
1568,2011-03-10,1,0,3,0,4,1,3,0.44,0.4394,0.0,0.3582,2,80,82,18.0,2011-03-01
1569,2011-03-10,1,0,3,0,4,1,3,0.44,0.4394,0.0,0.5821,5,51,56,19.0,2011-03-01
1570,2011-03-10,1,0,3,0,4,1,3,0.36,0.3333,0.0,0.3284,9,29,38,20.0,2011-03-01
1571,2011-03-10,1,0,3,0,4,1,3,0.36,0.3485,0.0,0.2239,1,27,28,21.0,2011-03-01
1572,2011-03-10,1,0,3,0,4,1,2,0.34,0.3333,0.0,0.1343,4,30,34,22.0,2011-03-01
1573,2011-03-10,1,0,3,0,4,1,3,0.34,0.3485,0.0,0.0896,1,26,27,23.0,2011-03-01
1574,2011-03-11,1,0,3,0,5,1,2,0.34,0.3485,1.0,0.0896,0,6,6,0.0,2011-03-01
1575,2011-03-11,1,0,3,0,5,1,3,0.34,0.3485,1.0,0.1045,0,8,8,1.0,2011-03-01
1576,2011-03-11,1,0,3,0,5,1,3,0.34,0.3485,1.0,0.1045,2,3,5,2.0,2011-03-01
1577,2011-03-11,1,0,3,0,5,1,2,0.32,0.3333,0.93,0.0896,0,2,2,3.0,2011-03-01
1578,2011-03-11,1,0,3,0,5,1,1,0.3,0.2879,0.81,0.2239,1,6,7,5.0,2011-03-01
1579,2011-03-11,1,0,3,0,5,1,1,0.26,0.2424,0.81,0.2836,1,31,32,6.0,2011-03-01
1580,2011-03-11,1,0,3,0,5,1,1,0.26,0.2576,0.7,0.194,10,104,114,7.0,2011-03-01
1581,2011-03-11,1,0,3,0,5,1,1,0.28,0.2727,0.7,0.2537,15,244,259,8.0,2011-03-01
1582,2011-03-11,1,0,3,0,5,1,2,0.3,0.2879,0.61,0.2836,13,143,156,9.0,2011-03-01
1583,2011-03-11,1,0,3,0,5,1,2,0.32,0.303,0.57,0.2985,18,60,78,10.0,2011-03-01
1584,2011-03-11,1,0,3,0,5,1,2,0.32,0.303,0.57,0.2985,14,67,81,11.0,2011-03-01
1585,2011-03-11,1,0,3,0,5,1,2,0.34,0.3182,0.53,0.2537,15,96,111,12.0,2011-03-01
1586,2011-03-11,1,0,3,0,5,1,1,0.36,0.3333,0.53,0.2537,15,92,107,13.0,2011-03-01
1587,2011-03-11,1,0,3,0,5,1,2,0.36,0.3333,0.5,0.3582,25,64,89,14.0,2011-03-01
1588,2011-03-11,1,0,3,0,5,1,2,0.34,0.3182,0.53,0.2537,21,64,85,15.0,2011-03-01
1589,2011-03-11,1,0,3,0,5,1,2,0.34,0.303,0.49,0.2985,18,95,113,16.0,2011-03-01
1590,2011-03-11,1,0,3,0,5,1,1,0.34,0.3182,0.49,0.2239,23,200,223,17.0,2011-03-01
1591,2011-03-11,1,0,3,0,5,1,1,0.32,0.303,0.49,0.3284,19,134,153,18.0,2011-03-01
1592,2011-03-11,1,0,3,0,5,1,1,0.3,0.2727,0.56,0.3284,7,111,118,19.0,2011-03-01
1593,2011-03-11,1,0,3,0,5,1,1,0.3,0.303,0.56,0.1642,6,70,76,20.0,2011-03-01
1594,2011-03-11,1,0,3,0,5,1,2,0.3,0.2879,0.52,0.2537,10,43,53,21.0,2011-03-01
1595,2011-03-11,1,0,3,0,5,1,1,0.3,0.303,0.52,0.1642,11,53,64,22.0,2011-03-01
1596,2011-03-11,1,0,3,0,5,1,1,0.3,0.2879,0.52,0.2537,3,34,37,23.0,2011-03-01
1597,2011-03-12,1,0,3,0,6,0,1,0.26,0.2727,0.6,0.1343,4,30,34,0.0,2011-03-01
1598,2011-03-12,1,0,3,0,6,0,1,0.24,0.2273,0.65,0.194,3,15,18,1.0,2011-03-01
1599,2011-03-12,1,0,3,0,6,0,1,0.24,0.2273,0.65,0.194,0,14,14,2.0,2011-03-01
1600,2011-03-12,1,0,3,0,6,0,1,0.24,0.2273,0.65,0.2537,1,6,7,3.0,2011-03-01
